filename,chemical_formula
BETDIP_clean.cif,Tb4H32C64N4O24
BETDUB_clean.cif,Eu4H32C64N4O24
BETFAJ_clean.cif,Sm4H32C64N4O24
BETFEN_clean.cif,Pr4H32C64N4O24
BETFUD_clean.cif,Ce4H32C64N4O24
BETGAK_clean.cif,La4H32C64N4O24
BETGEO_clean.cif,N96Ni36C72H24Cl15O12
BETGIS_clean.cif,N96Ni36Cl27C72H24
BETGOY_clean.cif,N96Co36Cl15C72H24
BETGUE_clean.cif,N96Co12C72H24
BETHEP_clean.cif,N96Cd36Cl12C72H24
BETHIT_clean.cif,N96Cd12C72H24
BETZOR_clean.cif,Mn12P8H96C168O60
BEVQID_clean.cif,Sr1Zr1Cd1C8O16
BEVQUP_clean.cif,Rb2Y2C8O16
BEVRAW_clean.cif,Ca2Zr1C8O16
BEVWAB_clean.cif,Cu8O28N16C120H80Zn6
BEWVOQ_clean.cif,C24O48Cr4Mn4
BEWWEH_clean.cif,C48O96Cr8Mn8
BEXPAX_clean.cif,Ni3H18C42O18
BEXQIF_clean.cif,Fe8N72C48
BEXQOL_clean.cif,Co8N72C48
BEXQUR_clean.cif,Ni8N72C48
BEXRAY_clean.cif,Mn8N72C48
BEXREC_clean.cif,Co8N72C48
BEXRIG_clean.cif,Ni8N72C48
BEXRUT_clean.cif,Ni6H32C60N4O28
BEXSAA_clean.cif,Mn6H32C60N4O28
BEXSEE_clean.cif,O28C60H32N4Co6
BEXSII_clean.cif,Cu6H32C60N4O28
BEXVEH_clean.cif,Cu24H104C208O104
BEYKEX_clean.cif,U8S8O56C64H24
BEYSEF_clean.cif,Co8H72C64N40O16
BEZDUH_clean.cif,Ag6N16C18H10Mn2
BIBBUL_clean.cif,Zn4H96C96N24O16
BIBXIV_clean.cif,F576Ni32O24H120C480N96
BIBXOB_clean.cif,Ni8H54C96N24O6
BIBXUH_clean.cif,Ni8H54C72N24O6
BICPOT_clean.cif,P32Al32F8O128
BICPUA_clean.cif,Yb6H72C132O26
BIDPOV_clean.cif,Cu18C306O72H162
BIFGOO_clean.cif,I16Cu14N12C72H96O18K3
BIFKEI_clean.cif,Cu6H46C58N20Cl6O2
BIGZUO_clean.cif,O78C216H144N36Ag18Cr18
BIHBAX_clean.cif,Cr24Ag24O104C288H192N48
BIHMUC_clean.cif,Co3H32C52N10O16
BIJDUV_clean.cif,Ti8Cd6H320C272Br2N24O38
BIMDEF_clean.cif,Cu4H24C28O16
BIMDIL_clean.cif,Cu4H24C28O16
BINCUY_manual.cif,H156C204Co6O36N24
BINDAF_manual.cif,H156C204Ni6O36N24
BINROH_clean.cif,O96C624H336Cu24
BINRUN_clean.cif,O96C624H336Zn24
BINSAU_clean.cif,Mn24H336C624O96
BIPKIW_clean.cif,Cu12Si8H192C312O48
BIPLIX_clean.cif,Zn10Co4H88C168N24O52
BIPSUQ_clean.cif,O144C480H240Cu42N24
BIQFOW_clean.cif,Ga12P12F4O48
BIQHEQ_clean.cif,Zn6Fe4H48C84N36
BIQRIE_clean.cif,C16Ga16H32O104P24
BIQVII_clean.cif,Ce4H28C96O50
BIRLIZ_clean.cif,Ag12S48H192C72
BIRMUM_clean.cif,Mn8O36C188H156N4
BIRSEC_clean.cif,Co14H64C96N8O48
BIRSIG_clean.cif,Ni14H64C96N8O48
BIWHAQ_clean.cif,Sn24P16O72
BIWSEG_ion_b.cif,N2C7H3Cu2Cl2
BIWSIK_ion_b.cif,N120C192H96Mn12O12Cl3
BIWYAH10_clean.cif,Nd4C24N36
BIXXIR_clean.cif,W24La8O112N16H16C40Si2
BIXYEO_clean.cif,Ce8Si2H16W24C40N16O112
BIYSUZ_clean.cif,La8O48C84H36N12
BIYTAG_clean.cif,Ce8O48N12C84H36
BIYTOU_clean.cif,Mn12O48N12C84H36
BIYVEM_clean.cif,Sm8O48N12C84H36
BIYVIQ_clean.cif,Tb8O48N12C84H36
BIYXUE_charged.cif,Dy6H192C242N48O54S2F6
BIYYAL_charged.cif,Ho6H192C242N48O54S2F6
BIYYEP_charged.cif,Er6H192C242N48O168Mo36S2F6
BIZLUT_clean.cif,Tb6O48N48C240H192
BIZMAA_clean.cif,Dy6O48N48C240H192
BIZMEE_clean.cif,Ho6O48N48C240H192
BIZMII_clean.cif,Er6O48N48C240H192
BOCKOT_clean.cif,Tb8H32C64N8O56
BOCTEU01_clean.cif,N72Mn8
BOCTOE01_clean.cif,Mn4N36
BOCTOE02_clean.cif,Mn4N36
BOCTOE03_clean.cif,Mn4N36
BOCTOE04_clean.cif,N36Mn4
BOCTOE05_clean.cif,N36Mn4
BOCTOE_clean.cif,Mn4N36
BODPAN_clean.cif,Cu384O1536C2304H768
BOFCEG_clean.cif,Zn4N12O16C28H16
BOHGOU_clean.cif,Mn2H4C8O8
BOHJOZ_auto.cif,O128Zr24X96H64
BOJCIN_clean.cif,Mo8H216C176N8O32
BOJYIK01_clean.cif,Tb2O12C24H12
BOJYIK_clean.cif,Tb2O12C24H12
BOKQEZ_clean.cif,Mn16H24C72S12O54
BOLPAU_clean.cif,Zn32Si16H256C448O128
BOLZIN_clean.cif,Zr24H264C624O128
BOMCOX_clean.cif,Zn8O40N16C160H104
BOMCUB_charged.cif,In3C12O24H12N3
BONNIC_clean.cif,Cd2H34C40N6O8
BONWAD_clean.cif,Zn8H16C32O36
BONWIL_clean.cif,Zn8H56C72N8O40
BOPHEV_clean.cif,Cd4O32C88H40
BOPHIZ_clean.cif,Cd6O32C88H40
BOPWIO_clean.cif,Ho8O48C120H96
BOQYUD_clean.cif,P12H12O36Fe10
BOTLED_clean.cif,C10Eu4O26H8
BOVHEB_clean.cif,N32O16Zn8C112H64
BOWDIC_clean.cif,Co18O80N36C216H144
BOWNUY_clean.cif,N96Cu12C72H24
BOWQAG_SL.cif,Zn4H56C72N40
BOWRAH_clean.cif,Fe6P8B4O40H8
BOWSUC_clean.cif,V12P16H16F8O48
BOWZUK_clean.cif,Zn8N56C216H168
BOXFOK_clean.cif,Dy24H624C672O102
BOXYEU_clean.cif,Mn8P4O48H8C16
BOXYIY_clean.cif,Mn6P4O40H6C12
BOYCEY_auto.cif,C270H126O72Cu18
BOYTEQ_clean.cif,C96H64N8O16Mn4
BOYYOF_clean.cif,Cd16O64N16C240H176
BOZFIH_clean.cif,Zn12N20O48C168H92
BOZFON_clean.cif,Cd12N32O48C324H200
BUBQOE_clean.cif,U8P16H24O48
BUBTUP_clean.cif,Cd16O48N88C264H304
BUBWOM_clean.cif,Zn12O64N40H104C184
BUCROH_charged.cif,Fe8Ni6H88C104O52N4
BUCSEY_clean.cif,Ni6Fe8O36H80C104
BUCSIC_charged.cif,Fe8Co6H88C104O52N4
BUCVAY_clean.cif,Co8N64O64C424H288Zn8
BUCVIG_clean.cif,Co16O64N64C424H288
BUCWAZ_clean.cif,Cd10O48C100H52
BUCYAA_clean.cif,Zn28H104C72N128O32
BUDDIO_clean.cif,K4H20C24N4O12
BUFNEW_charged.cif,Cd24H624C696O120
BUFNOG_charged.cif,Cd24H624C672O120
BUGSAY_clean.cif,Dy4P4H44C28N4O20
BUGSEC_clean.cif,Eu4P4H44C28N4O20
BUGSIG_clean.cif,Gd4P4H44C28N4O20
BUGSOM_clean.cif,Tb4P4H44C28N4O20
BUJKEW01_clean.cif,Rb3Fe3C18N18
BUKMUQ01_clean.cif,Zn4O16N4C28H12
BUKRUW01_clean.cif,N48Zn32C96H48O44
BUKRUW02_clean.cif,Zn28C84H36N48O56
BUKRUW03_clean.cif,Zn28C84H48N48O32
BUKYAJ_clean.cif,O8C28N4H32Li4
BULBER_clean.cif,O76C128H48Tb12N4
BUNKUS_clean.cif,O84C336H192F36Zr18
BUNLAZ_clean.cif,O72C324H192Zr18
BUPDUM_clean.cif,Cu248S192N768H576C384Cl32
BUPFAU_clean.cif,Cu248S192N768H576C384Br32
BUPFEY_clean.cif,Cu248S192N768H576C384I32
BUPVEP_clean.cif,Ce24O128C96
BUQWER_clean.cif,Cu9O36N18C108H72
BURHUS_clean.cif,Co12P16O48H16
BURJOO_clean.cif,Co4H52C84N28O16
BURQIQ_clean.cif,Cd10Na4C168H96N8O48
BUSGIG_clean.cif,Dy4Cu4H32C56N8O32
BUSGOM_clean.cif,Sm4Cu4H32C56N8O32
BUSNAF_clean.cif,Co3H60C78N30
BUSQEM_clean.cif,Mn2H32C68N20
BUSQIQ_clean.cif,Al4H10C10O16
BUSQUC_clean.cif,Cu4H48C72N4O16
BUSRUE_clean.cif,C152H80N16O32Cd4
BUVHEH_clean.cif,Ce2O12C24H12
BUVWOF02_clean.cif,Fe3H48C72N30
BUVWOF03_clean.cif,Fe6H96C144N60
BUVXOG_clean.cif,Fe3H48C72N30
BUVYEX_clean.cif,Fe6H96C144N60
BUVYIB01_clean.cif,Fe3H48C72N30
BUVYIB_clean.cif,Fe3H48C72N30
BUWLUC_clean.cif,Pr8C56H44N8O48
BUWMAJ_clean.cif,Nd8N8O32C56H24
BUWMEN_clean.cif,La8O36H32N8C56
BUWMIR_clean.cif,Ce8O32N8C56H24
BUXNOZ_clean.cif,C336H144Cu40N64O160
BUXTOF_clean.cif,Ag24N96C216H192
BUXZAX_clean.cif,O72C288H168Hf18Fe6Cl6N24
BUYNAL_charged.cif,Zn1H60C60N14O12
CABDER_clean.cif,Cd16O80N48H304C288
CABJOH_clean.cif,Ni8N24C80H48
CABQEB_clean.cif,Co20H104C64O72
CACBUG_clean.cif,O8N6C32H20Zn2
CADPIH_clean.cif,Ga12P14O60H6F4
CADPII_clean.cif,Zn12H30C54O48
CADQAB_clean.cif,Pr2H12C24O18
CADQOP_clean.cif,Ce2H8C24O18
CADZIT_clean.cif,C88H72N16O24Zn4
CAFRUX_clean.cif,C156H144S24Ag8
CAGSAG_clean.cif,Zn16H72C144O52
CAGXIU_clean.cif,Ba4S4O24C56H32
CAHLEE_clean.cif,Nd4Cu14H56C84I12N14O28
CAHNEF_clean.cif,Ag12P8H48C32S24O16F16
CAHQOS_clean.cif,Al8P8O34
CAHSOU_clean.cif,Fe20P28O112F16
CAHVAJ_clean.cif,V8P10O40
CAJBUN_clean.cif,Mo30O150P12C120H156N60Na42
CAJHUS03_clean.cif,O12Fe2C6H6
CAJHUS04_clean.cif,O12Fe2C6H6
CAJHUS_clean.cif,O12Fe2C6H6
CAJLEH_clean.cif,Cd6C66H36N16O24
CAJQEL_clean.cif,Cu8H44C84O40
CAJQIP_clean.cif,Cu8H76C132N16O40
CAJVUG_charged.cif,In4H96C128O32N4
CAJWIV_ion_b.cif,O18C68H42In2Li2
CAKFEB01_clean.cif,Gd8O48C120H96
CAKFEB_clean.cif,Gd8H96C120O48
CAKFIF_clean.cif,Tb8H96C120O48
CAKXET_clean.cif,Sm4H8C28N8O24
CAKXIX_clean.cif,Eu4H8C28N8O24
CAKXOD_clean.cif,Gd4H8C28N8O24
CAKXUJ_clean.cif,Tb4H8C28N8O24
CAKYAQ_clean.cif,Dy4H8C28N8O24
CAKYEU_clean.cif,Ho4H8C28N8O24
CAKYIY_clean.cif,Er4H8C28N8O24
CAMROA_clean.cif,Y16O96C144S24H48
CANRIU_clean.cif,Mg6Si4H64C112O32
CANROA_clean.cif,Co6Si4H64C112O32
CANRUG_clean.cif,Ca6Si4H68C112O32
CANYIB_clean.cif,Co18H60C96N6O66
CANZOH_clean.cif,Sc8O56P14
CAPLOX_clean.cif,Nd2O12N8H20C24
CAQCAZ_clean.cif,In6O36C40H8
CARGEI_clean.cif,Cs12Ag24C36N36
CASTEW_clean.cif,In6O36C40H8
CATART03_clean.cif,Ca4H16C16O24
CAVMIW_clean.cif,Fe8Cl8O36H4C16
CAVMOD_clean.cif,Zn16H256C280N24O52
CAVNOE_clean.cif,O52C32N16Sc4
CAVPEW_manual.cif,Co12H168C276N12O48
CAVPIA_manual.cif,Cu12H168C276N12O48
CAVPUM_manual.cif,Zn12H168C276N12O48
CAVRAU_clean.cif,Zn20H124C144N36O52
CAVREY_clean.cif,Zn20H124C144N36O64
CAVSUP_clean.cif,La2P8O24C20N4
CAVTAW_clean.cif,La2P8O24C20N4
CAVVUS_clean.cif,Zn8P8O40C56H32
CAWDOU01_charged.cif,Cu4H72C96N32O60Cl12
CAWDOU02_clean.cif,Cu4H64C96N32O8
CAWDOU_charged.cif,Cu4H72C96N32O28Cl4
CAWGAJ_clean.cif,U8Zn8H64C80N16F32
CAWVIH_SL.cif,Zn8H100C156O28N4
CAWZUX_clean.cif,V24Ni12H200C192N32O52
CAXPIC_clean.cif,Co5H16C36N10O24
CAXTAY_clean.cif,Al36O144C216
CAXTEC_clean.cif,Al36O144C198N72
CAXVII_clean.cif,Fe6H6C24O18
CAXVOO_clean.cif,Fe6H6C24O18
CAXVUU_clean.cif,Fe6H6C24O18
CAXWAB_clean.cif,Fe6H6C24O18
CAXWEF_clean.cif,Fe6H6C24O18
CAXWIJ_clean.cif,Fe6H6C24O18
CAXXEG_clean.cif,Ni16H88C132N20O56
CAXZOS_clean.cif,Co16H256C384N32O64
CAXZUY_clean.cif,Ni32N64C768H512O128
CAYCAI_clean.cif,Rb10Na2Mo24P16H88C40N8O98
CAYDEN_clean.cif,Cu4H32C24N32O4
CAYDIR_clean.cif,Cu4H32C24N32O4
CAYDUD_clean.cif,Cu4C24H32N32O4
CAYKEU_clean.cif,Pr8H24C48S8O48
CAYMIZ_clean.cif,Gd4H48C84O24
CAYQAV_clean.cif,Ce8O48H36N24C60
CAYSIE_clean.cif,Co3H72C120N24
CAYSOK_clean.cif,Mn3H72C120N24
CAYSOL_clean.cif,Fe16Cl16O72C32
CAYYEG_clean.cif,Mn3H72C120N24
CAZFOA_clean.cif,Co2H24C40N10O8
CAZGIT_clean.cif,Cu12Mo12H96C160N32O24
CAZGOZ_clean.cif,N48C240H144Fe8
CAZNEY_clean.cif,Co6H80C104O38
CAZNOI_charged.cif,Co6H104C140N12O42
CAZNUO_charged.cif,Co3H52C70N6O20
CDLGLU01_clean.cif,Cd4H28C20N4O16
CDLGLU02_SL.cif,Cd4C20N4O16H28
CDLGLU10_clean.cif,Cd4H28C20N4O16
CDLGLU11_clean.cif,Cd4H28C20N4O16
CDLGLU12_clean.cif,Cd4H28C20N4O16
CEBDOD_clean.cif,Ba6P8H16C8N4O24
CECVAI_clean.cif,Cu24H120C176N48O48
CECVIQ_clean.cif,Pr4H8C32N4O24
CECVOW_clean.cif,Nd4H8C32N4O24
CEDFIC_clean.cif,Gd4H18C48N6O36
CEFDAU_clean.cif,O32C32H24Zn4
CEFLEF_clean.cif,Dy4Mn6H36C84N12O48
CEGDUO_clean.cif,Ag16H80C64N32
CEGFAW_clean.cif,Ag16H80C64N32
CEGWER_clean.cif,Ca4P4H36C28O36
CEHLAD_clean.cif,Zn24H48C144O96
CEHTEP_clean.cif,Ag12N16C16
CEHWIX_clean.cif,Ni4H12C20N8Cl4O8
CEHWOD_clean.cif,Ni4H12C20N8Cl4O8
CEJBEA_clean.cif,Dy6H80C136N14O38
CEJCAW_clean.cif,Cu5C56H28O24N4
CEJVET_clean.cif,Ce16S32O128
CEJZAU_clean.cif,Co10H136C212N16O38
CEKHIL_clean.cif,Co4H24C48N4O20
CEKROB_clean.cif,Mn6O12N30C132H108Cl12Fe3
CEKRUH_clean.cif,Mn18Fe9Br36N90O36C396H324
CELKEL_clean.cif,Cu8H112C128N16O48
CELZEA_clean.cif,Mo4P4H16C16O12
CELZIE_SL.cif,Al16C144O96H112
CEMYUQ_clean.cif,Pt1Fe1N6C36
CENJIQ_clean.cif,Cu18H84C78N36O30
CENKAJ_clean.cif,Cu18H84C78N36O30
CENPUI_clean.cif,Mg3H48C78N2O12
CEQBUV_charged.cif,Zn18P18H102O72C36N12
CERMIV_clean.cif,Pr4H24C24O30
CESYEF01_clean.cif,Ag4H16C24N4O8
CESYEF_clean.cif,Ag4H16C24N4O8
CETFOX_clean.cif,Nd4H48C36O24
CETFUD_clean.cif,Pr2H36C24O12
CETGOY_clean.cif,Ni6H216C180N12O15
CETHEQ_clean.cif,Cu9H39C24N18O6
CETJAN_clean_h.cif,Co4C124S8N24O32H80
CETNUL_clean.cif,N126C162H126Cd9
CETVAA_clean.cif,Cu2H48C66N8Cl4
CEXHET_clean.cif,Fe12Ag12H360C504N108
CEXHOD_clean.cif,Ag8Co8C336H240N72
CEXJOF_clean.cif,C928H672N144Ag16Fe16
CEXSEE_charged.cif,Co8Ag8H240C336N72B8F32
CEYPUT01_clean.cif,Co2O8N4C24H16
CEYPUT_clean.cif,Co2H16C24N4O8
CEZFIY_clean.cif,Zn8H160C272N32O64
CEZMUR_charged.cif,Na2U4H12C36O42
CEZNAY_clean.cif,Na2U4H12C36O30
CICSOW01_clean.cif,N108C72H72Fe6
CICSOW02_clean.cif,N108C72H72Fe6
CICSOW_clean.cif,N108C72H72Fe6
CICYIX_clean.cif,Cd1H2C7O6
CIDKUX_clean.cif,Cu4C56N32F32
CIFDOM_clean.cif,Mn6H36C72O24
CIFDUS_clean.cif,Mn6H36C72O24
CIFJAE_clean.cif,Mn4H16C32O16
CIFLUA_clean.cif,O56C220H124Co12
CIFMAH_clean.cif,O52C216H120Co12
CIFMEL_clean.cif,Co8H12C36Cl4O24
CIFMIP_clean.cif,Co12H32C72O52
CIGDUT_clean.cif,Dy8H28C72S12O52
CIGFAB_clean.cif,Tb8H28C72S12O52
CIGFEF_clean.cif,Nd4H12C36S6O24
CIGXIA_manual.cif,Fe204O884C1224H408
CIGYAU_clean.cif,Cu8H48C58S8N16O8
CIJVOH01_clean.cif,Cd8H16C16O24
CIJVOH_clean.cif,Cd8H16C16O24
CILDAD_clean.cif,Nd4Cu4H32C56N8O32
CIMTAV_charged.cif,La16B16H736C596N24O132
CIMTEZ_charged.cif,Nd16B16H632C556N8O124
CIPCUB_clean.cif,Cd4Ag4H56C112I8N8O32
CIPREZ_charged.cif,La4Cu8H128C80S8N24O64
CIPRID_charged.cif,La4Ni8H128C80S8N24O64
CIQYUX_clean.cif,Co20H104C64O72
CIRTUU_clean.cif,Cu48O216N24H312C696
CISLUN_clean.cif,Cu6N52C48H32
CISMEY01_clean.cif,Cd4C30H16N8O12
CISMEY_clean.cif,C30H14Cd4N8O12
CISMIC_clean.cif,C30H14Co4N8O12
CISXEJ_clean.cif,Pb2P12Na4O36C348H228
CITXUZ_clean.cif,Cu8H60C84N12O32
CITZIP_manual.cif,Co6H15C28N4O20
CIVTEH_clean.cif,Cu4H48C96N20O8
CIWREG_clean.cif,Zn24H192C288I48N96
CIWRIK_clean.cif,Zn24I48C288H192N96
CIWROQ_clean.cif,Zn24H192C288I48N96
CIWRUW_clean.cif,Zn24H192C288I48N96
CIWSAD_clean.cif,Zn24H192C288I48N96
CIWYUD_clean.cif,Co6H12C28N4O20
CIWZEP_clean.cif,Ni16Mo8H348C304N128
CIWZIT_clean.cif,Ni16H352W8C304N128
CIXBUH_clean.cif,Zn24I48C288H192N96
CIXCAO_clean.cif,Zn24H192C288I48N96
CIYZUG_clean.cif,O8N16H56C56Br2Cu2
CIZLEE_clean.cif,C22H10Cd6N10O18
CIZMIJ_clean.cif,Zn2H24C30N12
CIZPOS_clean.cif,O144C234H126N36Cu18
CIZTIP_clean.cif,Ag48P48N144H576C288
COBWEV_clean.cif,Cd8P8O56N24C72
COCMAJ_clean.cif,Zn16H48Pd8C112N16Cl16O72
COCMOY_clean.cif,Mn8Si4H64C112N64Cl2
COCMUE_clean.cif,N384C672H384Mn48Si24
COCNAL_clean.cif,Cd24Si12H192C336N192
COCNEP_clean.cif,C672H384N384Cu48Si24
CODDAA_clean.cif,V6P6K6O30C6H18
CODFEH_clean.cif,Mn4H16C16O20
CODFUX_clean.cif,O64P16Mg16
CODGAE_clean.cif,Al18P18O72
CODKOX_clean.cif,Gd4H48C60O36
CODMUF_clean.cif,Zn12P16H16O48
CODNAM_clean.cif,Zn12P16H16O48
CODQOD_clean.cif,Ce4H48C60O36
CODQUJ_clean.cif,Sm4H48C60O36
CODROD_clean.cif,Pr4H8C20O24
CODRUJ_clean.cif,Nd4H8C20O24
CODSAR_clean.cif,Tb4H48C60O36
CODSOF_clean.cif,Zn6H92C112N16O24
CODSUL_clean.cif,Cd6H132C150N24O24
COGKEP_clean.cif,Zn18P18O72Co3
COGNAO_clean.cif,Zn24P16H200C336O120
COJGEO_clean.cif,Zn12Cu4H104C160N16O56
COJHIT_clean.cif,Co4H24C48N16
COKFAK_clean.cif,C100H90N20Co2
COKJIX_clean.cif,Gd4C50H26O28
COKJOD_clean.cif,Sm4C50H26O28
COKMEW_clean.cif,Fe18O54C72H18
COKMIA_clean.cif,Co18O54C72H18
COKMOG_clean.cif,Cu18O54C72H18
COKMUM_clean.cif,Mn18O54C72H18
COKNAT_clean.cif,Zn18O54C72H18
COKPEZ_clean.cif,Mg18O54C72H18
COKPID_clean.cif,Fe18O54C72H18
COKPOJ_clean.cif,Co18O54C72H18
COKPUP_clean.cif,Zn18O54C72H18
COKQAW_clean.cif,Cu18O54C72
COKQEA_clean.cif,Co18O54C72H18
COKQIE_clean.cif,Fe18O54C72H18
COKQOK_clean.cif,Zn18O54C72H18
COKROL_clean.cif,O32N16C192H96In8
COKRUR_clean.cif,In32O128N64C1152H640
COLPEA_clean.cif,Co12Cl12O52N24C132H52
COMDOY_clean.cif,Ga2H10C16O10
COMGUH_clean.cif,Na4Cd6H24C64O40
COMZAH_clean.cif,Zn8O40N24H168C216
COPXOV_clean.cif,Co12H264C288N24O48
COQGAS_clean.cif,Zn8O40N16C184H120
COQHUN_clean.cif,Mn6N24O24C150H132Co2
COQJAV_clean.cif,Mn12O48N48C300H264
COQLAX_clean.cif,Ag36P72C1350H1008O54
COQNIF_clean.cif,Al6P8O32Mn2
COQTEJ_clean.cif,Mg8O48N8C120H40
CORZIU_clean.cif,In8O32N16C96H48
COSMII_clean.cif,In6H36C72N12O24
COSWEO_clean.cif,Ba12O72C72H24
COTVIS_clean.cif,C116H68Nd8O56
COTVOY_clean.cif,C112H52Sm8O52
COTVUE_clean.cif,Dy8C112H52O52
COTXEQ_clean.cif,C192H144N48Cd4
COTXIU_clean.cif,C192H144N48Cd4
COTXOA_clean.cif,C192H144N48Cd4
COTYIV_clean.cif,Cu80C432H144N576
COVJAA_clean.cif,Ni16N80C128H128O32
COVPAG_clean.cif,Zn8K16O68C128H64
COVYIX_clean.cif,Cu10O20H36N24C48
COWBEX_clean.cif,Cd8O32N8F24C116H56
COWMAD_clean.cif,Dy4H36C36O24
COWMEH_clean.cif,Tb4H36C36O24
COWMIL_clean.cif,Ho4H36C36O24
COWMOR_clean.cif,Er4H36C36O24
COWMUX_clean.cif,Tm4H36C36O24
COWRAJ_clean.cif,Co12S12O72C168H96
COWREN_clean.cif,Co12S12N4O72C176H108
COWRIR_clean.cif,Co12S12O72C168H96
COWROX_clean.cif,Co12S12O72C168H96
COWXOC_clean.cif,Cd8H152C152N20O32
COXCUP_clean.cif,Cu32N96C112H128
COXHED_clean.cif,O48Co8C24
COXHIH_clean.cif,O48Ni8C24
COXHON_clean.cif,O48Fe8C24
COXQUB_clean.cif,Cd4H32C40S4N8O16
COXXIX_clean.cif,Mn8Mo4C32N32
COYCEZ_clean.cif,Cu12Mo4H80C104S16N24
COYCID_clean.cif,Cu12Mo4H72C94S16N22
COYTEQ_clean.cif,La4H20C56N8O32
COYTIU_clean.cif,Ce4H20C56N8O32
COYTOA_clean.cif,Sm4H20C56N8O32
COYTUG01_clean.cif,Tb8H24C84N12O48
COYTUG_clean.cif,Tb8H24C84N12O48
COYVAO01_clean.cif,Dy8H24C84N12O48
COYVAO_clean.cif,Dy8H24C84N12O48
COYVES01_clean.cif,Ho8H24C84N12O48
COYVES_clean.cif,Ho8H24C84N12O48
COZMUA_clean.cif,Co8H64C116O40
CSCNCA01_clean.cif,Cs4Cr4N24C24
CSMNOX_clean.cif,Cs2C6Mn2O14
CUBHOY_clean.cif,Cd16N32O64C144H80
CUBKUF_clean.cif,Cu6N60C60H80
CUCKIV_charged.cif,Co6H16C56N8O36
CUCSAU_clean.cif,Li10H116C84N18
CUCTAX_clean.cif,Zn12N24O56C240H152
CUFDUD_clean.cif,In18C216O144H72
CUFFAL_clean.cif,In18O144C216H72
CUFFEP_clean.cif,O96C144In12
CUFGIV_clean.cif,C288H144N24O120Tb16
CUFGOB_clean.cif,Tb4O36Cd8N24Cl8C80H44
CUFGUH_clean.cif,Dy4O36Cd8N24Cl8C80H44
CUFJUK_clean.cif,Co6O20C44H24
CUGFAN01_clean.cif,Zn2O4N16C26H24B2
CUGFAN_clean.cif,Zn2O4N16C26H24B2
CUGFOB_clean.cif,Cd2O4N16C26H24B2
CUGFUH_clean.cif,Mn2O4N16C26H24B2
CUGLTM01_clean.cif,Cu4H28C20N4O16
CUGLTM02_clean.cif,Cu4H28C20N4O16
CUGLTM_clean.cif,Cu4H28C20N4O16
CUGVUW_clean.cif,Cu3H42C66N36
CUGVUX_clean.cif,Cu8O28N16C76H40
CUGXAF_clean.cif,Co54O216N72C972H576
CUGYOU_clean.cif,N80H96C32Ag24
CUGYUA_clean.cif,Ag12N40H48C16
CUIMDZ01_clean_h.cif,Cu6C36N24H36
CUKVUA_clean.cif,Co3H46C70N8O14
CUKXAJ_clean.cif,C80O64H16Cd12
CUKXIR_clean.cif,C80H16Mn12O64
CUKXOW_clean.cif,Tb4H24C30N12O24
CUKXUC_clean.cif,Eu4H24C30N12O24
CUKYAJ_clean.cif,Dy4H24C30N12O24
CUKZOY_clean.cif,Ag8C80H112N32
CUMDEU_clean.cif,P8O24C40N8Ce4
CUMDIY_clean.cif,La2P4H26C12N4O12
CUMDOE_clean.cif,Nd4P8H48C24N8O24
CUMDUK_clean.cif,Mo16S8Na4O104H112N16C96
CUMJEB_clean.cif,C72H90Cd18N162
CUMKIG03_clean.cif,N12C42H42Co1
CUMKIG_clean.cif,C42H42N12Co1
CUMLUT_clean.cif,Cd4C36H12O24
CUMQOQ_clean.cif,S2O8N6C30H24Zn3
CUNFOH01_clean.cif,Cu16H48C32I8N24
CUNFOH_clean.cif,Cu16H40C32I8N24
CUNQOT_clean.cif,Mn4P4O24H4C4
CUNQUZ_clean.cif,Cd4P4O24H4C4
CUNWEO_clean.cif,Cd4H56C112N16O32
CUPHUS_clean.cif,Cu16N64C320H256
CUQKOQ_clean.cif,U8P16O48H40C48
CUQRIR_clean.cif,Zn8N24O16C96H88
CUQROX_clean.cif,Zn8N32O16C88H80
CUQSAK_clean.cif,Cu33O162N90C792H594
CUQTAL_clean.cif,Cu8O72N24C336H264
CUQXUI_clean.cif,Cu4N32C80H112
CURBOH_clean.cif,Zn12H96C144I24N48
CURQEN_clean.cif,Cu4N32C160H96Sn4
CURYOE01_clean.cif,N36C234H162Cd9Cl18
CURZEV_clean.cif,H176O88C144N48Cu28
CUSDIE_charged.cif,Cu12H48C48N36O28B6F24
CUSYAR_clean.cif,Zn72H504C1044O234
CUSYIA_clean.cif,C96H32Cu8N32
CUSZEX_clean.cif,C48Cu4N16H16
CUSZIB_clean.cif,C48H16N16Cu4
CUTBEA_clean.cif,C136N24Eu8O48
CUTBIE_clean.cif,La8O48C136N24
CUTBOK_clean.cif,Tb8O48C136N24
CUTFON_charged.cif,Ag8B8H384C360N36O36
CUTFUT_charged.cif,Ag12B12H576C552S12N36O36F36
CUTGEE_clean.cif,O24P8Co4H8
CUTGEF_clean.cif,N16C76Cd8O20H12
CUTGII_clean.cif,Co4P8O24H8
CUVGIK_clean.cif,Mn1H12C18N6
CUVGOQ_clean.cif,Mn1H14C20N6
CUVHEH_clean.cif,Nd18O108C162N18I54
CUVHIL01_clean.cif,Nd6H6C54I18N6O36
CUVHIL02_clean_h.cif,Nd6C54I18N6O36H12
CUVHIL_clean_h.cif,Nd6C54I18N6O36H12
