REFCODE,DOI,CCDC
KIRKAZ,10.1021/cg400172w,
KISPOS,10.1002/adma.200700450,
KITWIV,10.1002/ejic.201301324,
KIVDUP,10.1039/b710786b,
KIVFAX,10.1039/b710786b,
KIVFEB,10.1039/b710786b,
KIVVOC,-,y
KIXKOS,10.1002/adma.200700450,
KIXXOG,10.1039/C3CE42208A,
KIYJAF,10.1021/cg4011967,
KIYMAI,10.1039/C3CE42208A,
KIYMEM,10.1039/C3CE42208A,
KIYMIP,10.1039/b712024a,
KIYMIQ,10.1039/C3CE42208A,
KIYQIU,10.1021/cg401106z,
KIYQOA,10.1021/cg401106z,
KOBPIB,10.1002/anie.200705986,
KOBPUN,10.1002/anie.200705986,
KOCWEF,10.1016/j.inoche.2007.12.036,
KOFPEB,10.1002/anie.200705846,
KOFPEB01,10.1002/anie.200705846,
KOFPEB02,10.1002/anie.200705846,
KOFPEB03,10.1002/anie.200705846,
KOFPEB04,10.1002/anie.200705846,
KOFPEB05,10.1002/anie.200705846,
KOGJOG,10.1016/j.inoche.2008.05.030,
KOHKIC,10.1039/b809069f,
KOHKOI,10.1039/b809069f,
KOJCUI,10.1039/b808691e,
KOJYEO,10.1021/ja803783c,
KOJZAL,10.1021/ja803783c,
KOJZEP,10.1021/ja803783c,
KOJZIT,10.1021/ja803783c,
KOLWEO,10.1039/b815423f,
KOMGUP,10.1021/cg800289c,
KOMHAW,10.1021/cg800289c,
KONCIA,10.1021/cg800294c,
KONSAJ,10.1039/C4CC03810J,
KONYOB,10.1007/BF01153298,
KOPXOE,10.1246/cl.140657,
KOQLUZ,10.1039/C4CE01725K,
KORMOV,10.1002/ejic.201402737,
KORNAI,10.1002/ejic.201402737,
KOSJAF,10.1021/ja506230r,
KOSJEJ,10.1021/ja506230r,
KOSJIN,10.1021/ja506230r,
KOSJOT,10.1021/ja506230r,
KOSJUZ,10.1021/ja506230r,
KOSKAG,10.1021/ja506230r,
KOSKEK,10.1021/ja506230r,
KOSKIO,10.1021/ja506230r,
KOSKIO01,10.1021/ja506230r,
KOSKUA,10.1021/ja506230r,
KOSLAH,10.1021/ja506230r,
KOSLEL,10.1021/ja506230r,
KOSLIP,10.1021/ja506230r,
KOSLOV,10.1021/ja506230r,
KOSLUB,10.1021/ja506230r,
KOSMAI,10.1021/ja506230r,
KOTSIX,10.1039/C4DT02811B,
KOYRAT,10.1016/j.jorganchem.2014.11.015,
KOZQEX,10.1039/C4CC07920E,
KOZQIB,10.1039/C4CC07920E,
KUBQAA,10.1016/j.ica.2009.04.003,
KUCDIW,10.1021/ja901725v,
KUCXIP,10.1021/om00040a049,
KUDLUR,10.1016/j.ica.2009.02.040,
KUDMAY,10.1016/j.ica.2009.02.040,
KUGQIN,10.1016/j.ica.2009.03.017,
KUGZIW,10.1039/B906605E,
KUJNEJ,10.1002/anie.200901964,
KUJNOT,10.1002/anie.200902274,
KUJNUZ,10.1002/anie.200902274,
KUJPAH,10.1002/anie.200902274,
KULRIT,10.1016/j.molstruc.2009.05.027,
KUNWEW,10.1016/j.jssc.2010.01.027,
KUQXIE,10.1107/S0108270110008085,
KUXLUL,-,y
KUXTUT,10.1039/B915584H,
la304204k_si_003,10.1021/la304204k,
la4012839_si_002,10.1021/la4012839,
la503269f_si_002,10.1021/la503269f,
la503269f_si_002-1,10.1021/la503269f,
LABGAY,10.1039/c0ce00181c,
LABJUV,10.1039/c0ce00141d,
LABPOV,10.1021/ic901621x,
LABPUB,10.1021/ic901621x,
LABQAI,10.1021/ic901621x,
LACGAZ,10.1039/c004010j,
LACGED,10.1039/c004010j,
LACJAC,10.1039/c0ce00582g,
LADHEF,10.1016/j.ica.2010.07.043,
LAFQOA,10.1002/anie.201004781,
LAFQUG,10.1002/anie.201004781,
LAFRAN,10.1002/anie.201004781,
LAFRER,10.1002/anie.201004781,
LAFRIV,10.1002/anie.201004781,
LAFROB,10.1002/anie.201004781,
LAGBUS,10.1002/chem.201001256,
LAGCAZ,10.1002/chem.201001256,
LAGCED,10.1002/chem.201001256,
LAGCIH,10.1002/chem.201001256,
LAGCON,10.1002/chem.201001256,
LAGCUT,10.1002/chem.201001256,
LAGDAA,10.1002/chem.201001256,
LAGDEE,10.1002/chem.201001256,
LAGDII,10.1002/chem.201001256,
LAGDOO,10.1002/chem.201001256,
LAGHIL,10.1016/j.poly.2004.04.026,
LAGMUD,10.1002/anie.201003900,
LAGNAK,10.1002/anie.201003900,
LAGNEO,10.1002/anie.201003900,
LAGNIS,10.1002/anie.201003900,
LAGNOY,10.1002/anie.201003900,
LAGNUE,10.1002/anie.201003900,
LAGPAM,10.1002/anie.201003900,
LAGQER,10.1002/anie.201003900,
LAGQOB,10.1002/anie.201003900,
LAGRES,10.1002/anie.201003900,
LAGRIW,10.1002/anie.201003900,
LAGVOG,10.1002/anie.201003900,
LAGWEX,10.1002/anie.201003900,
LAGWUN,10.1002/anie.201003900,
LAJDUV,10.1016/S0020-1693(00)81660-6,
LAJDUV01,10.1107/S0108768195012900,
LAJDUV02,10.1107/S0108768195012900,
LAJDUV03,10.1107/S0108768195012900,
LAJKUE,10.1002/anie.201002343,
LAJLAL,10.1002/anie.201002343,
LAJLEP,10.1002/anie.201002343,
LAJLIT,10.1002/anie.201002343,
LAKFIN,10.1002/anie.200462201,
LALFUB,10.1039/c0ce00135j,
LALPIZ,10.1016/j.jssc.2010.07.043,
LALPOF,10.1016/j.jssc.2010.07.043,
LALYOO,10.1007/s11434-009-0673-6,
LANCOU,10.1107/S1600536812002462,
LARPOL,10.1016/j.ica.2011.12.006,
LARVIL,10.1016/j.ica.2011.12.018,
LARZEL,10.1016/j.ica.2011.12.027,
LASDEQ,10.1039/c2ce06384k,
LASMAV,10.1039/c2ce06020e,
LASPOM,10.1039/c2ce06329h,
LASQON,10.1039/c2ce06345j,
LASWEJ,10.1039/c2ce05586d,
LASWIN,10.1039/c2ce05586d,
LASYOU,10.1002/anie.200462787,
LAVSUY,10.1021/ic101294s,
LAVTAF,10.1021/ic101294s,
LAVTEJ,10.1021/ic101294s,
LAVTEJ01,10.1039/C3CC43747G,
LAVTIN,10.1021/ic101294s,
LAVTOT,10.1021/ic101294s,
LAVTUZ,10.1021/ic101294s,
LAWGEW,10.1126/science.1113247,
LAWGIA,10.1126/science.1113247,
LAWGOG,10.1126/science.1113247,
LAWGUM,10.1126/science.1113247,
LAXGOH01,10.1002/anie.200802911,
LAXJAX,10.1002/anie.201107190,
LAYGAV,10.1016/j.poly.2012.06.065,
LAZGOK,10.1007/s11243-011-9548-1,
LAZHUR,10.1021/cg201362x,
LAZJAZ,10.1021/cg201362x,
LAZKUU,10.1021/cg201655n,
LAZLEF,10.1021/cg201655n,
LAZPIN,10.1021/cg300362d,
LAZPOT,10.1021/cg300362d,
LAZPUZ,10.1021/cg300362d,
LAZSIQ,10.1021/cg300434k,
LAZXOB,10.1021/cg300518k,
LECFAC,10.1021/ic3003228,
LECFEG,10.1021/ic3003228,
LECFUW,10.1021/ic3003228,
LECGEH,-,y
LECGIL,10.1021/ic3003299,
LECHUX,10.1039/b516191f,
LECQEQ,10.1039/b515434k,
LEDCAA,10.1016/j.inoche.2012.04.009,
LEDHEJ,10.1016/j.inoche.2012.04.027,
LEDHIN,10.1016/j.inoche.2012.04.027,
LEDLAJ,10.1016/j.inoche.2012.05.003,
LEDLEN,10.1016/j.inoche.2012.05.003,
LEDNEP,10.1016/j.inoche.2012.05.009,
LEDNIT,10.1016/j.inoche.2012.05.009,
LEDPIU,10.1002/ejic.200500731,
LEGGEK,10.1021/cm051829l,
LEGGIO,10.1021/cm051829l,
LEGGOU,10.1021/cm051829l,
LEHTID,10.1107/S1600536812032898,
LEHXUT,10.1039/c2cc17593b,
LEJBUX,10.1039/C39940000637,
LEJCAG,10.1002/adma.201102880,
LEJCEK,10.1002/adma.201102880,
LEJCIO,10.1002/adma.201102880,
LEJRIC,10.1039/b515434k,
LELCUB,10.1039/b601009a,
LELCUB01,10.1021/ja075408b,
LELDUD,10.1039/c2dt32479b,
LELMEW,10.1039/c2ce26611c,
LELMIA01,10.1021/cg301471r,
LELROL,10.1039/c2ce26819a,
LELRUR,10.1039/c2ce26819a,
LEMNOH,10.1039/b605030a,
LEMVOP,-,y
LENGAO,10.1039/c2dt32431h,
LENKIA,10.1039/c2dt32138f,
LENRUS,10.1016/j.molstruc.2006.03.034,
LEPLAV,10.1007/s11224-012-9957-6,
LEPLEZ,10.1007/s11224-012-9957-6,
LERNAY,10.1039/b603337g,
LERNAY01,10.1039/b603337g,
LERNAY02,10.1039/b603337g,
LERNEC,10.1039/b603337g,
LERNEC01,10.1039/b603337g,
LESWAI,private communication,y
LETFEW,10.1021/ic061102e,
LETPOR01,10.1126/science.1232097,
LETQAE01,10.1126/science.1232097,
LETRIN,10.1002/chem.201203515,
LETROT,10.1002/chem.201203515,
LETRUZ,10.1002/chem.201203515,
LEVDIB,10.1107/S1600536812029339,
LEVLEF,10.1039/c3cc38730e,
LEVNOQ,10.1002/ejic.200600635,
LEVNOQ01,10.1021/cg700731d,
LEVYOC,10.1039/C2DT30245D,
LEWTUD,10.1039/b603337g,
LEWTUD01,10.1039/b603337g,
LEWVAL,10.1039/b603337g,
LEZLAF,10.1039/c1ce05612c,
LEZZEX,10.1039/c2ce05875h,
LIBJAJ,10.1080/00958972.2013.770485,
LIBZIG,10.1107/S1600536807011282,
LICSUM,10.1016/j.solidstatesciences.2006.12.003,
LIDWIG,10.1039/C2CE25092F,
LIDZOP,10.1039/c2ce05875h,
LIDZUV,10.1039/c2ce05875h,
LIFQIC,10.1039/c1ce06090b,
LIFWEE,10.1039/c0ce00775g,
LIFWOO,10.1039/c0ce00777c,
LIGHAM,10.1016/j.jssc.2012.08.055,
LIHFAK,10.1021/ja0700395,
LIHRIE,10.1021/ic062269a,
LIHSEB,10.1021/ic062269a,
LIHSIF,10.1021/ic062269a,
LIJXEI,10.1016/j.inoche.2006.10.031,
LIKCOY,10.1021/ic700794y,
LIKFOB,-,y
LIQCUK,10.1016/j.inoche.2006.11.008,
LIQGEY,10.1002/asia.200700193,
LIQJEC,10.1021/ol402563v,
LIRNEH,10.1016/j.poly.2013.08.036,
LIRTEM,10.1002/anie.200703008,
LIRVAK,10.1002/anie.200703008,
LISZOE,10.1039/C3DT53415D,
LIVTEP,10.1039/a809144g,
LIWFAA,10.1016/j.inoche.2013.11.011,
LIWXIZ,10.1021/cg7009385,
LIWYEX,10.1039/C3CE42404A,
LIXDAZ,10.1039/C3DT53112K,
LIXMIQ,10.1039/C3DT53112K,
LIXWAR,10.1016/j.micromeso.2007.08.024,
LIXWAR01,10.1016/j.ica.2013.03.042,
LIZSIY,10.1039/C3CE41557K,
LIZSOE,10.1039/C3CE41557K,
LIZWEX,10.1021/ja710123s,
LOBHAM,10.1039/b715812b,
LOCZOU,10.1021/cg401590w,
LOCZUA,10.1021/cg401590w,
LODBAJ,10.1021/cg401590w,
LODBIR,10.1021/cg401590w,
LODKIA,10.1021/cg401601d,
LODPOK,10.1002/anie.200800403,
LODPOL,10.1021/cg401583v,
LODPUQ,10.1002/anie.200800403,
LODPUR,10.1021/cg401583v,
LOFCUF,10.1021/cg800242a,
LOFGOE,10.1021/cg401335n,
LOFVUY,10.1021/ja069319v,
LOFVUY01,10.1021/ja069319v,
LOJFOF,10.1002/(SICI)1521-3773(20000403)39:7<1288::AID-ANIE1288>3.0.CO;2-Y,
LOJFUL,10.1002/(SICI)1521-3773(20000403)39:7<1288::AID-ANIE1288>3.0.CO;2-Y,
LOJNAA,10.1021/cg800242a,
LOQLEJ,10.1021/ic801624v,
LOQLIN,10.1021/ic801624v,
LOQSEQ,10.1021/ic8008267,
LOQSIU,10.1021/ic8008267,
LOQSOA,10.1021/ic8008267,
LOQSUG,10.1021/ic8008267,
LORKEK,10.1080/15533174.2013.841235,
LORMOW,10.1071/CH14470,
LORRUH,10.1002/adfm.201303986,
LOSBOM,10.1039/C4RA10835C,
LOTDIJ,10.1039/C4CE02347A,
LOVLEP,10.1039/C4DT03625E,
LOVNIV,10.1002/ejic.201402556,
LOVVAV,10.1021/cg501690b,
LOVVEZ,10.1021/cg501690b,
LOWPUI,10.1039/b108031h,
LOWQIX,10.1039/b108684g,
LOXBEH,10.1039/C4CC09821H,
LOXWAY,10.1002/anie.201408933,
LOXWEC,10.1002/anie.201408933,
LUBMAW,10.1016/S0020-1693(02)00711-9,
LUBNAZ,10.1039/C4QI00167B,
LUCDAO,10.1016/S1387-7003(02)00515-4,
LUCDES,10.1016/S1387-7003(02)00515-4,
LUCDIW,10.1016/S1387-7003(02)00515-4,
LUCDOE,10.1039/C4CC09782C,
LUDVIP,10.1002/1521-3773(20020916)41:18<3392::AID-ANIE3392>3.0.CO;2-V,
LUFNAC,10.1021/ja9006035,
LUFNAC01,10.1021/ja9006035,
LUFNAC02,10.1021/ja9006035,
LUFNAC03,10.1021/ja9006035,
LUFNAC04,10.1021/ja9006035,
LUFNAC05,10.1021/ja9006035,
LUFNEG,10.1021/ja9006035,
LUFQUZ02,10.1021/ja902187d,
LUKLIN,10.1021/ic901073w,
LUKREO,10.1021/cm0202714,
LUKRIS,10.1021/cm0202714,
LUKRUE,10.1021/cm0202714,
LULHUW,10.1246/cl.2007.1184,
LULJAE,10.1246/cl.2007.1184,
LULWUL,10.1021/ic900919w,
LULXAS,10.1021/ic900919w,
LULXEW,10.1021/ic900919w,
LUMDEC,10.1039/b208683b,
LUMDIG,10.1039/b208683b,
LUMZUO,10.1021/cm020103b,
LUNBAX,10.1021/cm020103b,
LUNBEB,10.1021/cm020103b,
LUNBIF,10.1021/cm020103b,
LUPTAS,10.1016/j.poly.2009.11.011,
LUPYAX,10.1039/b927486c,
LUQGAG,10.1039/b917512a,
LURGEL,10.1021/ja904189d,
LURRIA,10.1021/ja1001407,
LUSHIR,10.1021/ja910818a,
LUSHOX,10.1021/ja910818a,
LUSHOX01,10.1002/ejic.201000378,
LUSHOX02,10.1016/j.ica.2013.03.042,
LUSHUD,10.1021/ja910818a,
LUSJAL,10.1021/ja910818a,
LUSJEP,10.1021/ja910818a,
LUSJIT,10.1021/ja910818a,
LUSJOZ,10.1021/ja910818a,
LUSZIJ,10.1021/ja910600b,
LUSZIJ01,10.1021/ja910600b,
LUSZOP,10.1021/ja910600b,
LUSZOP01,10.1021/ja910600b,
LUSZUV,10.1021/ja910600b,
LUTBEI,10.1021/ja910600b,
LUTBUY,10.1021/ja910600b,
LUTCAF,10.1021/ja910600b,
LUTCEJ,10.1021/ja910600b,
LUTCIN,10.1021/ja910600b,
LUTDAG,10.1021/ja910600b,
LUVTAY,10.1021/ja908293n,
LUVTEC,10.1021/ja908293n,
LUWYUY,10.1002/zaac.200900374,
LUXDEO,10.1021/ja906474z,
LUXFEQ,10.1021/ja905557z,
LUYHAP,10.1039/c002767g,
MABJOP,10.1039/b301219k,
MABJUV,10.1039/b301219k,
MABJUV01,10.1039/b301219k,
MABKEG,10.1039/b301219k,
MABKIK01,10.1039/b301219k,
MABLAD,10.1039/b211738j,
MACHIJ,10.1021/ic100558x,
MACKAE,10.1021/ic1000792,
MADVUJ,10.1016/j.ica.2004.03.057,
MADWAQ,10.1016/j.ica.2004.03.057,
MAFDII,10.1039/C0CC01031F,
MAFJIO,10.1039/C0CC03270K,
MAFZIE,10.1039/c0dt00525h,
MAFZOK,10.1039/c0dt00525h,
MAGBAZ,10.1039/c0dt00525h,
MAHTAR,10.1107/S1600536804023396,
MAHTAR01,10.1016/j.inoche.2007.12.024,
MAJHOW,10.1016/j.poly.2010.08.018,
MAJHUC,10.1016/j.poly.2010.08.018,
MAKSUO,10.1016/j.molstruc.2010.08.037,
MAKXAZ,10.1039/C0CC02942D,
MALYIJ,10.1021/om900768w,
MALYOP,10.1021/om900768w,
MAMVED,10.1021/ol300199a,
MANLAP,10.1002/anie.200461625,
MANLIX,10.1002/anie.200461625,
MANLOD,10.1002/anie.200461625,
MAPFIS,10.1021/ic990109b,
MAPFOY,10.1021/ic990109b,
MAQZOV,10.1039/c2ce05947a,
MARDAM,10.1039/c2ce06290a,
MARPOL,10.1021/ic048947f,
MARXEK,-,y
MASZOX,10.1039/c2ce06518e,
MASZUD,10.1039/c2ce06518e,
MATBAM,10.1039/c2ce06518e,
MATTOR,10.1021/ic050452i,
MATTUX,10.1021/ic050452i,
MATVAF,10.1021/ic050452i,
MATVEJ,10.1021/ic050452i,
MATVIN,10.1021/ic050452i,
MAVNUU,10.1039/c2cc17298d,
MAWFAT,10.1039/c2cc17767f,
MAXFIA,10.1039/a909868b,
MAYKOO,10.1021/ic300950h,
MAYPIM,10.1021/ic0513888,
MAYXUG,10.1039/b508574h,
MAYYAN,10.1039/b508574h,
MAZJAY,10.1016/S0020-1693(00)00044-X,
MAZJEC,10.1016/S0020-1693(00)00044-X,
MAZSUD,10.1002/chem.201200385,
MAZTIR,10.1107/S0108270105036358,
MECWEX,10.1002/anie.200503778,
MECWIB,10.1002/anie.200503778,
MEFHUC,10.1039/c2cc34938h,
MEFJUE,10.1039/c2cc35024f,
MEFYUT,10.1134/S002247661202031X,
MEFZUU,10.1021/ja303728c,
MEGBAD,10.1021/ja303728c,
MEGBEH,10.1021/ja303728c,
MEGFIN,10.1021/ic991079f,
MEHMET,10.1021/ja302623w,
MEHPAQ,10.1016/S0020-1693(98)00224-2,
MEJQEZ,10.1039/c2jm34506d,
MEJQID,10.1039/c2jm34506d,
MEJQOJ,10.1039/c2jm34506d,
MEJZEI,10.1039/c2dt30363a,
MEJZIM,10.1039/c2dt30363a,
MEJZOS,10.1039/c2dt30363a,
MEJZUY,10.1039/c2dt30363a,
MEKBAH,10.1039/c2dt30363a,
MEKDUC,10.1021/ic060129v,
METYIU,10.1002/asia.200600113,
MEWNEH,10.1016/S1387-7003(01)00183-6,
MEXJAC,10.1107/S1600536813003358,
MIBMER,10.1021/cm300450x,
MIBQAR,10.1021/jp103212z,
MIBQAR01,10.1021/jp103212z,
MIBQAR02,10.1021/jp103212z,
MIBQAR03,10.1021/jp103212z,
MIBQAR04,10.1021/jp103212z,
MIBQAR05,10.1021/jp103212z,
MIBQAR06,10.1021/jp103212z,
MIBQAR07,10.1021/jp103212z,
MIBQAR08,10.1021/jp103212z,
MIBQAR10,10.1021/jp103212z,
MIBQAR11,10.1021/jp103212z,
MIBQAR12,10.1021/jp103212z,
MIBQAR13,10.1021/jp103212z,
MIBQAR14,10.1021/jp103212z,
MIBQAR15,10.1021/jp103212z,
MIBQAR16,10.1021/jp103212z,
MIBQAR18,10.1021/jp103212z,
MIBQAR19,10.1021/jp103212z,
MICCIM,10.1021/cg400015v,
MICCUY,10.1021/cg400015v,
MICDEJ,10.1021/cg400015v,
MICNES,10.1002/chem.200501067,
MICNIW,10.1002/chem.200501067,
MICNOC,10.1002/chem.200501067,
MICNUI,10.1002/chem.200501067,
MICPAQ,10.1002/chem.200501067,
MICPEU,10.1002/chem.200501067,
MIDCAF,10.1021/ic301707h,
MIDRAT,10.1021/cg0700317,
MIDSEZ,10.1021/ja201951t,
MIDSUP,10.1021/ja201951t,
MIDSUP01,10.1021/ja201951t,
MIFGEP,10.1021/cg301476p,
MIFGEP01,10.1021/cg301476p,
MIFKUJ,10.1021/cg3013393,
MIFLIY,10.1021/cg3013393,
MIFNUM,10.1021/cg301668g,
MIFPUO,10.1021/cg3016904,
MIFQOJ,10.1021/cg3016904,
MIFROK,10.1021/cg301668g,
MIFSAX,10.1021/cg301668g,
MIFSUR,10.1021/cg301668g,
MIFTEC,10.1021/cg301668g,
MIFTIG,10.1021/cg301668g,
MIFTUS,10.1021/cg301668g,
MIFVEE,10.1021/cg301668g,
MIGVON,10.1039/b110599j,
MIHBAG,10.1002/1521-3773(20010903)40:17<3191::AID-ANIE3191>3.0.CO;2-N,
MIHHAN,10.1038/nmat1927,
MIHHER,10.1038/nmat1927,
MIHHIU,10.1002/1521-3773(20011203)40:23<4422::AID-ANIE4422>3.0.CO;2-G,
MIHHIV,10.1038/nmat1927,
MIHHOA,10.1002/1521-3773(20011203)40:23<4422::AID-ANIE4422>3.0.CO;2-G,
MIHHUG,10.1002/1521-3773(20011203)40:23<4422::AID-ANIE4422>3.0.CO;2-G,
MIHLAR,10.1021/ic0701099,
MIHLEV,10.1021/ic0701099,
MIHLIZ,10.1021/ic0701099,
MIHLOF,10.1021/ic0701099,
MIHLUL,10.1021/ic0701099,
MIHMAS,10.1021/ic0701099,
MIHMEW,10.1021/ic0701099,
MIJMAU,10.1016/j.inoche.2007.04.031,
MIJYEK,10.1016/j.inoche.2007.05.025,
MIKJAR,10.1021/ja0100468,
MILROQ,10.1007/s11426-013-4851-7,
MIMDAP,-,y
MIMSOS,10.1021/ic400940w,
MIMSUY,10.1021/ic400940w,
MIMVEJ,10.1039/b111280p,
MINCER,10.1002/1099-0682(200203)2002:4<834::AID-EJIC834>3.0.CO;2-Q,
MINCIX,10.1039/C3CC46530F,
MINCUJ,10.1039/C3CC46530F,
MINVUA,10.1039/b201381a,
MINVUA01,10.1021/ja0276974,
MIQLEE,10.1021/ic701393w,
MIRLUU,10.1002/1099-0682(200203)2002:4<797::AID-EJIC797>3.0.CO;2-V,
MITGIF,10.1021/ic0110124,
MITGOL,10.1021/ic0110124,
MITGUR,10.1021/ic0110124,
MITGUR01,10.1002/crat.200310218,
MITSEO,10.1021/cg070604f,
MITSIS,10.1021/cg070604f,
MITTAL,10.1021/cg070604f,
MIVNUB,10.1002/ejic.200700810,
MIVPAJ,10.1002/ejic.200700810,
MIVPEN,10.1002/ejic.200700810,
MIVPIR,10.1002/ejic.200700810,
MIVWEU,10.1021/ja075408b,
MIXKUB,10.1039/C3CE42441C,
MIXYEZ,10.1021/cm303624p,
MIXYID,10.1021/cm303624p,
MIYGIL,10.1016/j.jssc.2007.12.008,
MIYGOR,10.1021/ja075408b,
MIYGUX,10.1021/ja075408b,
MIYHAE,10.1021/ja075408b,
MIZJUB,10.1039/b716922a,
MIZKOW,10.1039/b715058j,
MIZPUI,10.1021/cm4020942,
MOBBIO,10.1039/b109296k,
MOBBOU,10.1039/b109296k,
MOCHES,10.1021/cm703703n,
MOCHIW,10.1021/cm703703n,
MOCHOC,10.1021/cm703703n,
MOCHUI,10.1021/cm703703n,
MOCJAQ,10.1021/cm703703n,
MOCJEU,10.1021/cm703703n,
MOCJIY,10.1021/cm703703n,
MOCKAR,10.1021/cm800403d,
MOCKEV,10.1021/cm800403d,
MODDEP,10.1107/S1600536808017649,
MODMOH,10.1039/b111059d,
MODMUN,10.1039/b111059d,
MODNAU,10.1039/b111059d,
MODNEY,10.1039/b111059d,
MODNIC,10.1039/b111059d,
MODNOI,10.1039/b111059d,
MODNUO,10.1039/b111059d,
MODPAW,10.1039/b111059d,
MODPEA,10.1039/b111059d,
MOFBIU,10.1016/j.poly.2014.01.026,
MOFKUO,10.1021/ic7023082,
MOFLAV,10.1021/ic7023082,
MOGMIE,10.1246/cl.2002.350,
MOGNAY,10.1002/ejic.200800434,
MOGVAG,10.1016/j.jssc.2008.05.007,
MOGXUB,10.1023/A:1015139012938,
MOGYAI,10.1023/A:1015139012938,
MOHSEJ,10.1002/chem.201402783,
MOJJUR,10.1016/j.ica.2008.03.027,
MOLKAB,10.1007/s10904-013-9884-z,
MOLRIP,10.1039/b815024a,
MOPQIT,private communication,y
MOQSIV,10.1002/zaac.200800354,
MOSDUT,10.1021/ic020176x,
MOSGIM,10.1107/S2053229615000467,
MOTMAK,10.1021/cg701173x,
MOVFOU,10.1080/15533174.2013.843559,
MOXDIN01,10.1021/cg800895g,
MOXDOT,10.1021/cg800895g,
MOXDOT01,10.1021/cg800895g,
MOXJOZ,10.1002/anie.200804169,
MOXKAN,10.1039/C4DT03578J,
MOXNUJ,10.1021/ic8019809,
MOXPEV,10.1021/ic8019809,
MOXPIZ,10.1021/ic8019809,
MOXPOF,10.1021/ic8019809,
MOXPUL,10.1021/ic8019809,
MOYMET,10.1021/cg800732e,
MOYNEU,10.1021/cg8006469,
MOYYEF,10.1021/cg801026y,
MOYYIJ,10.1021/cg801026y,
MOZFIR,10.1080/00958970902769807,
MUBZOA,10.1002/anie.201406501,
MUBZUG,10.1002/anie.201406501,
MUCLOM,10.1002/anie.200804169,
MUDLIH,10.1039/B907783A,
MUDLON,10.1039/b910228k,
MUDTAH,10.1039/b909250a,
MUDTEL,10.1039/b909250a,
MUFHUR,10.1016/j.inoche.2009.07.028,
MUFJAZ,10.1016/j.inoche.2009.07.028,
MUFJAZ01,10.1080/00958971003645938,
MUFJED,10.1016/j.inoche.2009.07.028,
MUGFOK,10.1080/00958970903121297,
MUJRIT,10.1021/ja904363b,
MUKRIU,10.1039/b915090k,
MULQOA,10.1080/15533170802440755,
MULXOH,10.1007/s10853-009-3633-2,
MUNPAN,10.1021/cg900735n,
MUPYIG,10.1021/cg9012894,
MUPYUS,10.1021/cg9012894,
MURCAD,10.1021/ic0258577,
MURCIL,10.1021/ic025754o,
MURCOR,10.1021/ic025754o,
MURNIX,-,y
MURTUO,-,y
MUSCIN,10.1039/B918269C,
MUTVUT,10.1016/j.inoche.2009.12.010,
MUTZUX,10.1021/cg100090h,
MUVGOA,10.1038/nchem.684,
MUVGUG,10.1038/nchem.684,
MUVHAN,10.1038/nchem.684,
MUVHER,10.1038/nchem.684,
MUVJIX,10.1038/nchem.681,
MUWQEB,10.1039/c0sc00179a,
MUXHIW01,10.1080/00958970902898036,
MUXHUI01,10.1080/00958970902898036,
MUXJAQ01,-,y
MUXJAQ02,10.1080/00958970902898036,
MUZGAQ,10.1021/cg9014064,
MUZHUL,10.1002/zaac.200900442,
NABCEA,10.1021/ic100853h,
NABCIE,10.1021/ic100853h,
NABMUA,10.1039/c0jm01125h,
NABMUA01,10.1021/cg200327y,
NABNUA,10.1021/ic049523o,
NACVUI,10.1002/anie.199610881,
NACYOG,10.1002/ejic.200400005,
NACYUM,10.1002/ejic.200400005,
NADZEZ,10.1039/b917515f,
NADZID,10.1039/b917515f,
NAGBUU,10.1016/j.inoche.2010.07.010,
NAGQET,10.1021/ic902548f,
NAJGAH,-,y
NAJMIV,10.1039/b412334d,
NAJZII,10.1016/j.poly.2004.11.007,
NAKLIW,10.1007/s10870-010-9841-4,
NAKNUK,10.1107/S1600536810038456,
NALWOO,10.1021/ic201814g,
NALYEG,10.1021/ic2021963,
NAMZIL,-,y
NANMAS,10.1002/ejic.201100450,
NANMEW,10.1002/ejic.201100450,
NANYUX,10.1039/b501477h,
NANYUX01,10.1002/aoc.848,
NANYUX02,10.1007/s11426-010-4107-8,
NANZOS,10.1039/b500971e,
NAPFOA,10.1021/ja043756x,
NAPFOA01,10.1021/ja043756x,
NAPFUG,10.1021/ja043756x,
NAPZOV,10.1016/j.solidstatesciences.2011.12.002,
NAPZUB,10.1016/j.solidstatesciences.2011.12.002,
NAQLAT,10.1002/anie.200500156,
NARHAR,10.1016/j.ica.2011.10.066,
NARHEV,10.1016/j.ica.2011.10.066,
NARTIL,10.1016/j.ica.2011.11.015,
NARTUX,10.1016/j.ica.2011.11.029,
NASCIV,10.1016/j.inoche.2011.09.019,
NASDIW,10.1016/j.inoche.2011.09.004,
NASMEB,10.1016/j.ica.2011.12.017,
NASMIF,10.1016/j.ica.2011.12.017,
NATHOH,10.1039/c2sc00586g,
NATNIG,10.1002/anie.200501753,
NATNOM,10.1002/anie.200501753,
NATXIR,10.1007/s10870-011-0241-1,
NATXOW,10.1021/om049055q,
NATXUC,10.1021/om049055q,
NAVJAW,10.1002/anie.200501508,
NAVJAW01,10.1002/chem.200701370,
NAXKOO01,10.1002/cssc.201100378,
NAXVOY01,10.1021/ic060543v,
NAXVOY02,10.1039/b811087e,
NAXVOY03,10.1039/b811087e,
NAXVOY04,private communication,y
